sample_size,rep,observed_correlation,p_value,significant,null_corr_threshold,null_corr_variance
4000,43,0.02307755182759158,0.1418,False,0.044080408877060974,0.0002477699107102283
4000,44,0.0639696377299399,0.0,True,0.04414625008796501,0.0002519541839344142
4000,45,0.04096822289260295,0.0088,True,0.044064932767424084,0.0002494081468817452
4000,46,0.033637623973712845,0.0318,False,0.04414548112558779,0.0002510403469335327
4000,47,0.044030864617571025,0.0056,True,0.044773018965023455,0.00024894846054049406
4000,48,0.05349706557426169,0.0006,True,0.04399635636368305,0.0002505228234676759
4000,49,0.053425817566343764,0.0012,True,0.044476812930837425,0.0002507484517704897
4000,50,0.030846968600963868,0.0556,False,0.04493467060380139,0.000250748949876251
4000,51,0.0556446490140076,0.0012,True,0.04499210264300271,0.0002529842348734542
4000,52,0.05205412752917883,0.0004,True,0.042791923483767536,0.0002464820508537884
4000,53,0.05577428181078767,0.0004,True,0.044273576171476446,0.00024851647140336573
4000,54,0.06592050376535698,0.0,True,0.044162907028607264,0.0002465575068615335
4000,55,0.030891720514567827,0.048,False,0.04498699591773884,0.0002504811889537165
4000,56,0.030748404268791885,0.0522,False,0.044291723288705884,0.00025286017952013936
4000,57,0.05667262172463218,0.0008,True,0.04361222160988737,0.0002509499035102334
4000,58,0.03407135446954432,0.0286,False,0.043768105683223535,0.0002494871636452407
4000,59,0.03545428158229338,0.0284,False,0.04484839873368939,0.0002518532822413331
4000,60,0.07815455000199215,0.0,True,0.04424770558966525,0.00025203592955048114
4000,61,0.06357601462509531,0.0,True,0.04428070896856497,0.00025057114081255194
4000,62,0.06951791412343836,0.0,True,0.044540374855378075,0.00025305987687611976
4000,63,0.05875542907724152,0.0,True,0.04432614212991784,0.0002469683493787596
4000,64,0.0566102345846024,0.0008,True,0.04360101398872247,0.00024607302987690756
4000,65,0.05797154200668204,0.0004,True,0.044056351825090885,0.00025065607534335214
4000,66,0.044073158884203635,0.0034,True,0.04340295759052482,0.0002469467550717585
4000,67,0.053250869880722314,0.001,True,0.04379389059927636,0.00025316522426245644
4000,68,0.045716224147018536,0.0042,True,0.04351442735624618,0.0002491992295266622
4000,69,0.055592747601836294,0.0006,True,0.04455507352566904,0.00025015301690326094
4000,70,0.03942038340083343,0.0132,False,0.04366367882510756,0.0002450737166863544
4000,71,0.03560825820288866,0.025,False,0.04454776081903646,0.0002487852628358125
4000,72,0.037648924936349464,0.0192,False,0.04356859155592243,0.00024954897645696177
4000,73,0.031223158347979944,0.0474,False,0.04526478651905287,0.00025138997469510975
